identifier;title;cover_date;cited_count;subtype_description;open_access_flag;authors;origin
105009015886;A Wearable Sensor Node for Measuring Air Quality Through Citizen Science Approach: Insights from the SOCIO-BEE Project;2025-06-01;1;Article;True;Nicole Morresi, Maite Puerta-Beldarrain, Diego López-de-Ipiña, Alex Barco, Oihane Gómez-Carmona, Carlos López-Gomollon, Diego Casado-Mansilla, Maria Kotzagianni, Sara Casaccia, Sergi Udina, Gian Marco Revel;scopus
105008907848;Immersive, Secure, and Collaborative Air Quality Monitoring;2025-06-01;0;Review;True;José Marinho, Nuno Cid Martins;scopus
105007687912;Irish Perspectives on School Ambient Air Quality: A Design-Led Exploration;2025-06-01;0;Article;True;Áine de Róiste, Aoife Stack, Ganga Chinna Rao Devarapu, Liam O’Faolain, Mary Galvin;scopus
105006729860;Effects of Smoke on Surface Observations, Turbulence, and Proposed Subcritical Aerosol-Moisture Feedback (SAMF) During the 8 April 2024 Solar Eclipse in Columbus, GA, USA;2025-05-01;0;Article;True;Stephen M. Jessup, Britney Blaire Enfinger;scopus
105006739683;Development and Evaluation of the Online Hybrid Model CAMx-LPiG;2025-05-01;0;Article;True;Andrea Piccoli, Valentina Agresti, Giovanni Lonati, Guido Pirovano;scopus
85218037298;Unveiling the Dynamics of Human Mobility in Response to Wildfire-Induced Air Quality Degradation: An Examination of the 2019 Kincade Fire;2025-05-01;0;Article;False;Xianglu Shen, Huixin Zhang, Yanzhi Wang, Qi R. Wang;scopus
105003896518;Identifying air quality monitoring deserts in the United States;2025-04-29;3;Article;True;Nelson A. Roque, Hailey Andrews, Alexis R. Santos-Lozada;scopus
105003698856;Measurement report: A complex street-level air quality observation campaign in a heavy-traffic area utilizing the multivariate adaptive regression splines method for field calibration of low-cost sensors;2025-04-24;0;Article;True;Petra Bauerová, Josef Keder, Adriana Šindelářová, Ondřej Vlček, William Patiño, Pavel Krč, Jan Geletič, Hynek Řezníček, Martin Bureš, Kryštof Eben, Michal Belda, Jelena Radović, Vladimír Fuka, Radek Jareš, Igor Esau, Jaroslav Resler;scopus
105004039711;CyanoHABs and CAPs: assessing community-based monitoring of PM2.5 with regional sources of pollution in rural, northeastern North Carolina;2025-04-15;0;Article;True;Haley E. Plaas, Colleen Karl, Rachael Cogbill, Nicole Rosales-Garcia, Ashley H. Stoop, Lisa L. Satterwhite, Martine E. Mathieu-Campbell, Jennifer Richmond-Bryant, Hans W. Paerl, Douglas S. Hamilton;scopus
105001275004;Detecting air pollution episodes and exploring their impacts using low-cost sensor data and simultaneous community symptom and odor reports;2025-04-01;2;Article;True;Caroline Frischmon, Jennifer Crosslin, Leah Burks, Barbara Weckesser, Michael Hannigan, Katharine Duderstadt;scopus
105003373888;Leveraging low-cost sensors to predict nitrogen dioxide for epidemiologic exposure assessment;2025-04-01;4;Article;False;Christopher Zuidema, Jianzhao Bi, Dustin Burnham, Nancy Carmona, Amanda J. Gassett, David L. Slager, Cooper Schumacher, Elena Austin, Edmund Seto, Adam A. Szpiro, Lianne Sheppard;scopus
85216814154;Augmenting Circadian Biology Research With Data Science;2025-04-01;0;Review;True;Severine Soltani, Jamison H. Burks, Benjamin L. Smarr;scopus
85219671627;Particulate matter concentrations in UK schools: A nationwide study into the influence of ambient PM2.5 and the resulting exposure potentials;2025-03-20;1;Article;False;Alice E.E. Handy, Samuel G.A. Wood, Katherine Roberts, Christopher S. Malley, Henry C. Burridge;scopus
105005918833;Connected services: IoT data to fuel your local digital twin;2025-03-08;0;Book Chapter;True;Lieven Raes, Burcu Celikkol, Oliver Schreer, Jaap De Winter, Jéssica Baltazar, Susie Ruston McAleer, Daniel Bertocci;scopus
85213540557;Machine learning in healthcare citizen science: A scoping review;2025-03-01;1;Review;False;Ranga Baminiwatte, Blessing Torsu, Dmitry Scherbakov, Abolfazl Mollalo, Jihad S. Obeid, Alexander V. Alekseyenko, Leslie A. Lenert;scopus
85218877006;Empowering communities: Advancements in air quality monitoring and citizen engagement;2025-03-01;8;Article;True;Hélder Relvas, Diogo Lopes, Jan Mateu Armengol;scopus
105001094350;Implementation of an Internet of Things Architecture to Monitor Indoor Air Quality: A Case Study During Sleep Periods;2025-03-01;3;Article;True;Afonso Mota, Carlos Serôdio, Ana Briga-Sá, Antonio Valente;scopus
85218911746;Developing a real-time water quality simulation toolbox using machine learning and application programming interface;2025-03-01;2;Article;False;Gi Hun Bang, Na Hyeon Gwon, Min Jeong Cho, Ji Ye Park, Sang Soo Baek;scopus
85214338122;Gamification for air quality education: A systematic literature review;2025-02-15;7;Review;True;Abdollah Baghaei Daemei, Ruggiero Lovreglio, Zhenan Feng, Daniel Paes, Clayton Miller;scopus
85219206069;A Systematic Study of Popular Software Packages and AI/ML Models for Calibrating In Situ Air Quality Data: An Example with Purple Air Sensors;2025-02-01;3;Article;True;Seren Smith, Theodore Trefonides, Anusha Srirenganathan Malarvizhi, Shyra LaGarde, Jiakang Liu, Xiaoguo Jia, Zifu Wang, Jacob Cain, Thomas Huang, Mohammad Pourhomayoun, Grace Llewellyn, Wai Phyo, Sina Hasheminassab, Joe Roberts, Kevin Marlis, Daniel Q. Duffy, Chaowei Yang;scopus
85201981944;Behavioral Responses to Wildfire Smoke: A Case Study in Western Montana;2025-02-01;4;Article;False;Taylor Stewart, Alison Monroe, Katrina Mullan, Dave Jones, Abby McIver, Ethan S. Walker;scopus
85214239096;The Effect of Wildfires on Asthma and Allergies;2025-02-01;6;Article;False;John R. Balmes, Anne Hicks, Mary M. Johnson, Kari C. Nadeau;scopus
85211718095;Understanding the origins of urban particulate matter pollution based on high-density vehicle-based sensor monitoring and big data analysis;2025-02-01;5;Article;False;Yiheng Liang, Xiaohua Wang, Zhongzhen Dong, Xinfeng Wang, Shidong Wang, Shuchun Si, Jing Wang, Hai Ying Liu, Qingzhu Zhang, Qiao Wang;scopus
85217277579;Radioactive contamination transported to Western Europe with Saharan dust;2025-01-31;3;Article;True;Yangjunjie Xu-Yang, Charlotte Skonieczny, Sophie Ayrault, Jean Sébastien Barbier, Rémi Bizeul, Octave Bryskere, Pierre Alexis Chaboche, Thomas Chalaux-Clergue, José A. Corcho-Alvarado, Anthony Foucher, Alice Karsenti, Maxime Leblanc, Germán Orizaola, Amélie Plautre, Stefan Röllin, Nirina Taraconat, Nicolas Tenaud, Ana Elisa Valdés, François Dulac, Olivier Evrard;scopus
85189912679;What improves students’ participation in a school-based citizen science project? Through the lens of practitioners;2025-01-01;7;Article;False;Yenchun Jim Wu, Wan Ju Hsu;scopus
105021542668;Implementing citizen science activities for climate action: the I-CHANGE Day;2025-01-01;0;Article;True;Laura Esbrí, Montserrat Llasat-Botija, Maria Carmen Llasat, Yolanda Sola, Nicola Loglisci, Erika Brattich, Sandra Racionero, Gert Jan Steeneveld, Anna Mölter, Antonella Galizia, Lara Polo, Esther E.M. Peerlings, Carlo Cintolesi, Francesco Barbano, Muhammad Adnan, Lien Aerts, Pinhas Alpert, Gabriel Campos, Bio Mohamadou Torou, Silvana Di Sabatino, Antonio Parodi;scopus
105001958511;Air quality monitoring platform with multiple data source support;2025-01-01;1;Article;False;Dessislava Petrova-Antonova, Jelyazko Jelyazkov, Irena Pavlova;scopus
105016462142;Boosting behavioral change and citizens engagement in cities through technology: The DivAirCity project approach;2025-01-01;0;Conference Paper;False;Achilleas I. Sfetkos, Ioanna D. Pasiopoulou, Grigoris K. Papagiannis;scopus
105003424083;A nationwide evaluation of crowd-sourced ambient temperature data;2025-01-01;2;Article;True;Priyanka deSouza, Peter C. Ibsen, Daniel M. Westervelt, Ralph Kahn, Benjamin F. Zaitchik, Patrick L. Kinney;scopus
105007806566;Enhancing Public Awareness of Air Quality: Evaluating Communication Strategies and Design Prototypes Using a Design-Based Implementation Research Approach;2025-01-01;0;Conference Paper;False;Victoria Batz, Vanessa B. Liedtke, Petre Lameski, Vladimir Trajkovik, Steffi Hußlein, Christian Hansen, Michael A. Herzog;scopus
105026831911;Portable and wearable air pollution sensors for personal exposure monitoring;2025-01-01;0;Book Chapter;False;Nidhi Shukla, Manisha Mishra, Parinita Baruah, Naveen Puttaswamy, Ankur Jamwal;scopus
105012291762;Impact of Adverse Events on Urban Air Quality: the Example of the Rome Fire;2025-01-01;0;Article;False;Nicoletta Lotrecchiano, Daniele Sofia;scopus
105025033722;Community based air pollution measurements in Europe: Opportunities and challenges;2025-01-01;0;Article;True;Anna Kaisa Viitanen, Alonso Espinosa Mireles de Villafranca, Jonathon Taylor;scopus
105003973618;Empowering Communities In Transformative Transport Decision-making: A Participatory Spatial Approach to Select Vulnerable Facilities for Citizen Sensing;2025-01-01;1;Article;True;Nadia Giuffrida, Michela Le Pira;scopus
105019219460;“We have the right to breathe clean air” – Mobilising communities in the fight for good air quality;2025-01-01;1;Article;True;Katarzyna Gorczyca, Daria Zozulia;scopus
105024471662;Developing a serious game for indoor air quality and mold prevention education in residential buildings;2025-01-01;0;Article;True;Abdollah Baghaei Daemei, Zhenan Feng, Daniel Paes;scopus
105019165467;Fundamentals of Air Pollution;2025-01-01;3;Book;False;Daniel A. Vallero;scopus
85207774542;Data fusion for enhancing urban air quality modeling using large-scale citizen science data;2024-12-01;8;Article;True;Anna C. O'Regan, Henrik Grythe, Stig Hellebust, Susana Lopez-Aparicio, Colin O'Dowd, Paul D. Hamer, Gabriela Sousa Santos, Marguerite M. Nyhan;scopus
85207286282;Democratizing air: A co-created citizen science approach to indoor air quality monitoring;2024-12-01;5;Article;True;Sachit Mahajan, Rosy Mondardini, Dirk Helbing;scopus
85209657547;Supporting knowledge justice through community science air quality monitoring and a reciprocal reporting process;2024-12-01;2;Article;True;Valentina Serrano-Salomón, Marisa Westbrook, Noemy Pérez, Jay Pecenka, Aniya Khalili, Sumit Sankhyan, Shelly Miller, Shivakant Mishra, Esther Sullivan;scopus
85211116070;Field calibration of fine particulate matter low-cost sensors in a highly industrialized semi-arid conurbation;2024-12-01;3;Article;True;Mariana Villarreal-Marines, Michael Pérez-Rodríguez, Yasmany Mancilla, Gabriela Ortiz, Alberto Mendoza;scopus
85211101445;Air quality and transport behaviour: sensors, field, and survey data from Warsaw, Poland;2024-12-01;1;Data Paper;True;Amirhossein Hassani, Anna Nicińska, Arkadiusz Drabicki, Ewa Zawojska, Gabriela Sousa Santos, Grzegorz Kula, Henrik Grythe, Jakub Zawieska, Joanna Jaczewska, Joanna Rachubik, Katarzyna Archanowicz-Kudelska, Katarzyna Zagórska, Maciej Grzenda, Magdalena Kubecka, Marcin Luckner, Michał Jakubczyk, Michał Wolański, Nuria Castell, Paweł Gora, Pål Wilter Skedsmo, Satia Rożynek, Szymon Horosiewicz;scopus
85185267678;What is the role of activism in air pollution politics? Understanding policy change in Poland;2024-12-01;9;Article;True;Tomas Maltby, Sarah Birch, Adam Fagan, Mate Subašić;scopus
85207906875;Differences in Changes of Mobility Patterns Across the Globe—Evidence From a Natural Experiment;2024-12-01;2;Article;True;Joanna A. Kamińska, Jan K. Kazak;scopus
85184391500;Clearing the air: evaluating institutions’ social media health messaging on wildfire and smoke risks in the US Pacific Northwest;2024-12-01;5;Article;True;Catherine E. Slavik, Daniel A. Chapman, Alex Segrè Cohen, Nahla Bendefaa, Ellen Peters;scopus
85209191716;Spatio-temporal analysis of bicyclists’ PM2.5 exposure levels in a medium sized urban agglomeration;2024-12-01;1;Article;False;María Florencia Tames, Salvador Enrique Puliafito, Josefina Urquiza, Ariel Fabricio Scagliotti, Ana Isabel López-Noreña;scopus
85202581640;A comprehensive review on advancements in sensors for air pollution applications;2024-11-15;80;Review;False;Thara Seesaard, Kamonrat Kamjornkittikoon, Chatchawal Wongchoosuk;scopus
85209133987;Navigating the cohesion-diversity trade-off: understanding the role of facilitators in co-creation using agent-based modelling;2024-11-13;2;Article;True;Sachit Mahajan;scopus
85206475423;Pinpointing sources of pollution using citizen science and hyperlocal low-cost mobile source apportionment;2024-11-01;7;Article;True;Dimitrios Bousiotis, Seny Damayanti, Arunik Baruah, Alessandro Bigi, David C.S. Beddows, Roy M. Harrison, Francis D. Pope;scopus
85189953434;Monitoring Groundwater Health Using Citizen Scientists in Semi-Arid Regional Australia;2024-11-01;3;Article;True;Kathryn L. Korbel, Grant C. Hose;scopus
85211168546;Hydrodynamics and Aquatic Vegetation Drive Spatial Patterns of Environmental DNA in Ponds;2024-11-01;6;Article;True;Sandra R. Mayne, Jeffrey A. Manning, Stephen M. Henderson, Meghan B. Parsley, Katherine M. Strickler, Jeffrey R. Nielson, Caren S. Goldberg;scopus
85199025902;A 13-year space-based climatological evolution of desert dust aerosols in the Middle East and North Africa regions observed by the CALIPSO;2024-10-20;9;Article;False;Samuel Abraham Berhane, Kanike Raghavendra Kumar, Lingbing Bu;scopus
85206461343;An Image-Based Sensor System for Low-Cost Airborne Particle Detection in Citizen Science Air Quality Monitoring;2024-10-01;5;Article;True;Syed Mohsin Ali Shah, Diego Casado-Mansilla, Diego López-de-Ipiña;scopus
85196723829;Effects of perceived environmental quality and psychological status on outdoor thermal comfort: a panel study in Southern China;2024-10-01;24;Article;False;Cho Kwong Charlie Lam, Haonan Pan, Weixiao Nie, Xiaohui Li, Jie Wu, Zhe Yin, Jiejie Han;scopus
85196863937;Validation of cheap axial passive sampler and procedure suitable for atmospheric NO2 community-based monitoring;2024-09-01;0;Article;True;Alma Moretta, Daniele Sofia, Maria Ricciardi, Vincenzo Venditto, Antonio Proto;scopus
105020753747;Odor, air quality, and well-being: understanding the urban smellscape using crowd-sourced science;2024-09-01;5;Article;True;Sahil Bhandari, Davi de Ferreyro Monticelli, Karen Xie, Andre Ramkairsingh, Rochelle Maher, Angela Eykelbosh, Sarah B. Henderson, Naomi Zimmerman, Amanda Giang;scopus
85194760749;Atmospheric concentrations and potential sources of dioxin-like contaminants to Acadia National Park;2024-09-01;3;Article;False;James J. Pagano, Andrew J. Garner, Philip K. Hopke, Justin K. Pagano, William G. Gawley, Thomas M. Holsen;scopus
85203866198;Feasibility Study on the Use of NO2 and PM2.5 Sensors for Exposure Assessment and Indoor Source Apportionment at Fixed Locations;2024-09-01;3;Article;True;Miriam Chacón-Mateos, Erika Remy, Uta Liebers, Frank Heimann, Christian Witt, Ulrich Vogt;scopus
85202605583;Examining Relationships between Perceptions of Air Quality—Objectively Assessed Particulate Matter—And Health-Related Attributions among Midlife and Older Adults from the San Francisco Bay Area, California, USA;2024-08-01;4;Article;True;Astrid N. Zamora, Maria I. Campero, Dulce M. Garcia, Abby C. King;scopus
85199590093;Exploring the Spatial Variability of Air Pollution Using Mobile BC Measurements in a Citizen Science Project: A Case Study in Mechelen;2024-07-01;2;Article;True;Martine Van Poppel, Jan Peters, Stijn Vranckx, Jo Van Laer, Jelle Hofman, Bram Vandeninden, Charlotte Vanpoucke, Wouter Lefebvre;scopus
85194815051;Rational gaze: Presenting the open-source HYPEtools R package for analysis, visualization, and interpretation of hydrological models and datasets;2024-07-01;3;Article;True;Conrad Brendel, René Capell, Alena Bartosova;scopus
85193068324;Adapting machine learning for environmental spatial data - A review;2024-07-01;28;Review;True;Marta Jemeļjanova, Alexander Kmoch, Evelyn Uuemaa;scopus
85201468828;The societal impact of Open Science: A scoping review;2024-06-27;18;Review;True;Nicki Lisa Cole, Eva Kormann, Thomas Klebel, Simon Apartis, Tony Ross-Hellauer;scopus
85197427049;Long-term evaluation of commercial air quality sensors: an overview from the QUANT (Quantification of Utility of Atmospheric Network Technologies) study;2024-06-26;14;Article;True;Sebastian Diez, Stuart Lacy, Hugh Coe, Josefina Urquiza, Max Priestman, Michael Flynn, Nicholas Marsden, Nicholas A. Martin, Stefan Gillott, Thomas Bannan, Pete M. Edwards;scopus
85192253990;Long-term variation in exposure to NO2 concentrations in the city of Naples, Italy: Results of a citizen science project;2024-06-25;3;Article;True;Elena Chianese, Angelo Riccio;scopus
85182377800;Improving air pollution awareness of the general public through citizen science approach;2024-06-01;30;Article;True;K. V. Abhijith, Prashant Kumar, Hamid Omidvarborna, Ana Paula Mendes Emygdio, Ben McCallan, David Carpenter-Lomax;scopus
85194769987;Blockchain and IoT integration for secure short-term and long-term air quality monitoring system using optimized neural network;2024-06-01;5;Article;False;Balasubramanian Chinnappan, Kareemullah Hakim, Neelam Sanjeev Kumar, Vijayalakshmi Elumalai;scopus
85189751439;Dynamic and stationary monitoring of air pollutant exposures and dose during marathons;2024-06-01;6;Article;True;Carla Ribalta, Fréderic Garrandes, Stéphane Bermon, Paolo Emilio Adami, Edurne Ibarrola-Ulzurrun, Ioar Rivas, Mar Viana;scopus
85193289690;Advancing air quality monitoring: A low-cost sensor network in motion – Part I;2024-06-01;3;Article;True;Carolina Correia, Pedro Santana, Vânia Martins, Pedro Mariano, Alexandre Almeida, Susana Marta Almeida;scopus
85188534388;Using dispersion models at microscale to assess long-term air pollution in urban hot spots: A FAIRMODE joint intercomparison exercise for a case study in Antwerp;2024-05-15;25;Article;True;F. Martín, S. Janssen, V. Rodrigues, J. Sousa, J. L. Santiago, E. Rivas, J. Stocker, R. Jackson, F. Russo, M. G. Villani, G. Tinarelli, D. Barbero, R. San José, J. L. Pérez-Camanyo, G. Sousa Santos, J. Bartzis, I. Sakellaris, Z. Horváth, L. Környei, B. Liszkai, None Kovács, X. Jurado, N. Reiminger, P. Thunis, C. Cuvelier;scopus
85194859559;Evaluating ActuAir: Building Occupants' Experiences of a Shape-Changing Air Quality Display;2024-05-11;3;Conference Paper;True;Eleni Margariti, Vasilis Vlachokyriakos, Abigail C. Durrant, David Kirk;scopus
85192671802;Why we should have a universal air quality index?;2024-05-01;12;Article;True;Khaiwal Ravindra, Vikas Singh, Suman Mor;scopus
85193979071;Street-scale air quality modelling over the West Midlands, United Kingdom: Effect of idealised traffic reduction scenarios;2024-05-01;6;Article;True;Jian Zhong, Jenny Stocker, Xiaoming Cai, Roy M. Harrison, William James Bloss;scopus
85188955262;Citizen monitoring in environmental disclosure: An economics perspective;2024-04-01;3;Article;True;Per M. Stromberg, Ranjula Bali Swain;scopus
85187872693;Data Linkages for Wildfire Exposures and Human Health Studies: A Scoping Review;2024-03-01;4;Review;True;J. Barkoski, E. Van Fleet, A. Liu, S. Ramsey, R. K. Kwok, A. K. Miller;scopus
85185917442;Bridging research-policy gaps An integrated approach;2024-02-17;14;Review;True;Kenza Khomsi, Houria Bouzghiba, Abderrahmane Mendyl, Ahmed K. Al-Delaimy, Amal Dahri, Amal Saad-Hussein, Ghada Balaw, Ihssane El Marouani, Imane Sekmoudi, Mouaad Adarbaz, Narges Khanjani, Nivine Abbas;scopus
85216087596;CEDAR: An Augmented Reality Mobile Application Using a Participatory Design Framework for Citizen Science Data Sensing;2024-01-01;0;Conference Paper;False;Mengci Liu, Peter Hall, Stella Doukianou, Anna Troisi;scopus
85202450434;A Low-Cost Image Sensor for Particulate Matter Detection to Streamline Citizen Science Campaigns on Air Quality Monitoring;2024-01-01;1;Conference Paper;False;Syed Mohsin Ali Shah, Diego Casado-Mansilla, Diego López-De-Ipiña, Eduardo Illueca Fernández, Amir Hossein Hassani, Alejandro Pujante Pérez;scopus
