identifier;title;coverDate;citedCount;subtypeDescription;openaccessFlag;authors;origin;used;number
105020568148;Multi-dimensional Engagement for Richer Hyperlocal Citizen Science Data;2025-10-01;0.0;Conference Paper;True;Abhishek Viswanathan, Vasco Xu, Amy Babay, Rosta Farzan, Aaron Birdy;acm;1.0;27
85097231160;Smell Pittsburgh: Engaging Community Citizen Science for AirQuality;2020-01-01;26.0;Article;False;Yen Chia Hsu, Jennifer Cross, Paul Dille, Michael Tasota, Beatrice Dias, Randy Sargent, Ting Hao (Kenneth) Huang, Illah Nourbakhsh;acm;1.0;28
105009231192;Use of Air Quality Sensor Network Data for Real-time Pollution-Aware POI Suggestion;2025-05-23;1.0;Conference Paper;True;Giuseppe Fasano, Yashar Deldjoo, Tommaso di Noia, Bianca Lau, Sina Adham-Khiabani, Eric Morris, Xia Liu, Ganga Chinna Rao Devarapu, Liam O'Faolain;acm;1.0;29
85133632204;The Air Quality Lens: Ambiguity as Opportunity to Reactivate Environmental Data;2022-06-13;7.0;Conference Paper;False;Teis De Greve, Steven Malliet, Niels Hendriks, Bieke Zaman;acm;1.0;30
85174248748;What Does Air Quality Sound Like? On Exploring the impact of Data Sonification Versus Data Visualization;2023-09-06;0.0;Conference Paper;True;Chiara Ceccarini, Gianni Tumedei, Catia Prandi;acm;1.0;31
85127124711;AQ-SCIENCE: Air Quality - Smart Cities with IoT-ENabled Citizen Engagement Approach;2022-03-08;5.0;Conference Paper;False;Rameez Raja Kureshi, Dhavalkumar Thakker, Bhupesh Kumar Mishra, Reena John;acm;1.0;32
85198642894;A STEM Approach to Teach High School Students IoT and AI Concepts: An Air Quality Example;2024-07-08;4.0;Conference Paper;False;Wei Ling Lee, Chiu Fan Hu, Cheng Chih Wu;acm;1.0;33
85102063335;Towards Atmospheric Interfaces;2021-02-14;6.0;Conference Paper;False;Jessica Broscheit, Qi Wang, Susanne Draheim, Kai Von Luck;acm;1.0;34
105013473958;AmIAire: A Citizen Science and Action Research Initiative for Air Quality Monitoring and Behavioral Change;2025-01-01;0.0;Conference Paper;False;Ibai Gomez Vazquez, Syed Mohsin Ali Shah, Diego Casado-Mansilla, Diego Lopez-De-Ipina;ieee;1.0;34
85215112724;Implementation of an Open Hardware and Web Platform for Citizen Science Air Quality Monitoring;2024-01-01;1.0;Conference Paper;False;Ryan Jonathan Blanco, Joize Barbie E.Dela Cruz, Ira Nicole J. Santos, Jaybie De Guzman, Marc D. Rosales, Paul Jason Co, John Jairus Eslit, Percival Magpantay, John Richard E. Hizon;ieee;1.0;35
